"corpus","user/mw0000/archiwa_spoleczne"
"subcorpus","-"
Item,Frequency,Relative frequency,DOCF,Relative DOCF
"przewinąć",2,3.86526,2,1.08108
"godz.",2,3.86526,2,1.08108
"zaoszczędzić",2,3.86526,2,1.08108
"zapadać",2,3.86526,2,1.08108
"nominować",2,3.86526,1,0.54054
"przezwyciężyć",2,3.86526,2,1.08108
"przepadać",2,3.86526,1,0.54054
"godzić",2,3.86526,2,1.08108
"założyliśmy",2,3.86526,2,1.08108
"przepakowywać",2,3.86526,2,1.08108
"założyłam",2,3.86526,1,0.54054
"zaświadczyć",2,3.86526,2,1.08108
"zbiurokratyzować",2,3.86526,1,0.54054
"nym",2,3.86526,1,0.54054
"zbywać",2,3.86526,2,1.08108
"zapraszałyśmy",2,3.86526,1,0.54054
"przeprowadziłam",2,3.86526,1,0.54054
"przyciągnąć",2,3.86526,2,1.08108
"obcować",2,3.86526,2,1.08108
"przepuszczać",2,3.86526,2,1.08108
"zapuszczać",2,3.86526,2,1.08108
"obdarować",2,3.86526,2,1.08108
"zdradzić",2,3.86526,2,1.08108
"zdradzać",2,3.86526,2,1.08108
"zareagować",2,3.86526,2,1.08108
"zdystansować",2,3.86526,2,1.08108
"przemijać",2,3.86526,2,1.08108
"chciałem",2,3.86526,1,0.54054
"zechcieć",2,3.86526,2,1.08108
"przestawić",2,3.86526,2,1.08108
"niedowidzieć",2,3.86526,1,0.54054
"zastanawialiśmy",2,3.86526,2,1.08108
"zgrupować",2,3.86526,2,1.08108
"przykuwać",2,3.86526,1,0.54054
"przeszkolić",2,3.86526,2,1.08108
"przykładać",2,3.86526,2,1.08108
"zhierarchizować",2,3.86526,2,1.08108
"zignorować",2,3.86526,1,0.54054
"zasypać",2,3.86526,2,1.08108
"zasłynąć",2,3.86526,1,0.54054
"zatomizować",2,3.86526,2,1.08108
"zmagać",2,3.86526,2,1.08108
"zmieniliśmy",2,3.86526,2,1.08108
"obrabować",2,3.86526,1,0.54054
"przewieźć",2,3.86526,2,1.08108
"zawarliśmy",2,3.86526,2,1.08108
"dociekać",2,3.86526,2,1.08108
"przysporzyć",2,3.86526,2,1.08108
"zmuszać",2,3.86526,1,0.54054
"chciałbyś",2,3.86526,2,1.08108
"przewozić",2,3.86526,2,1.08108
"dojrzewać",2,3.86526,1,0.54054
"przystopować",2,3.86526,1,0.54054
"przystosować",2,3.86526,2,1.08108
"zawikłać",2,3.86526,2,1.08108
"zniekształcić",2,3.86526,1,0.54054
"przyswajać",2,3.86526,2,1.08108
"nowelizować",2,3.86526,2,1.08108
"wznieść",2,3.86526,2,1.08108
"zbiec",2,3.86526,1,0.54054
"zostałyby",2,3.86526,2,1.08108
"zawieść",2,3.86526,1,0.54054
"zrekonstruować",2,3.86526,2,1.08108
"ocenzurować",2,3.86526,1,0.54054
"ochronić",2,3.86526,2,1.08108
"zdecydowaliśmy",2,3.86526,2,1.08108
"zrzec",2,3.86526,2,1.08108
"zdezynfekować",2,3.86526,1,0.54054
"zwiastować",2,3.86526,2,1.08108
"zwolnić",2,3.86526,1,0.54054
"improwizować",2,3.86526,1,0.54054
"zdziesiątkować",2,3.86526,2,1.08108
"zł.",2,3.86526,2,1.08108
"ĺ",2,3.86526,1,0.54054
"zdumiewać",2,3.86526,2,1.08108
"ścierać",2,3.86526,2,1.08108
"zgrać",2,3.86526,2,1.08108
"zilustrować",2,3.86526,2,1.08108
"odciążać",2,3.86526,2,1.08108
"chciałyby",2,3.86526,2,1.08108
"przylegać",2,3.86526,2,1.08108
"obliczyć",2,3.86526,1,0.54054
"odczuć",2,3.86526,2,1.08108
"głosować",2,3.86526,2,1.08108
"zliczać",2,3.86526,2,1.08108
"reglamentować",2,3.86526,2,1.08108
"reprodukować",2,3.86526,1,0.54054
"zmieścić",2,3.86526,2,1.08108
"zminimalizować",2,3.86526,1,0.54054
"instagram",2,3.86526,2,1.08108
"zmodyfikować",2,3.86526,2,1.08108
"rozbawić",2,3.86526,2,1.08108
"haftować",2,3.86526,1,0.54054
"rozbijać",2,3.86526,2,1.08108
"odgadnąć",2,3.86526,2,1.08108
"zmotywować",2,3.86526,2,1.08108
"dojeżdżać",2,3.86526,2,1.08108
"odizolować",2,3.86526,1,0.54054
"znaleźliśmy",2,3.86526,2,1.08108
"rozdać",2,3.86526,2,1.08108
"przystawać",2,3.86526,2,1.08108
"zniechęcać",2,3.86526,2,1.08108
"rozeznać",2,3.86526,2,1.08108
"odkupić",2,3.86526,2,1.08108
"rozgrywać",2,3.86526,2,1.08108
"przysłać",2,3.86526,2,1.08108
"znowelizować",2,3.86526,2,1.08108
"odkwaszać",2,3.86526,2,1.08108
"odkładać",2,3.86526,1,0.54054
"dokleić",2,3.86526,1,0.54054
"odmienić",2,3.86526,2,1.08108
"rozpaść",2,3.86526,2,1.08108
"zrezygnowaliśmy",2,3.86526,2,1.08108
"rozróżnić",2,3.86526,2,1.08108
"dopełnić",2,3.86526,2,1.08108
"odpisać",2,3.86526,1,0.54054
"jednoczyć",2,3.86526,2,1.08108
"ocierać",2,3.86526,2,1.08108
"odrestaurować",2,3.86526,2,1.08108
"zsumować",2,3.86526,1,0.54054
"dopisywać",2,3.86526,1,0.54054
"rozwiać",2,3.86526,2,1.08108
"doposażyć",2,3.86526,1,0.54054
"zrzeszyć",2,3.86526,2,1.08108
"zwalczać",2,3.86526,1,0.54054
"zwalniać",2,3.86526,2,1.08108
"kadrować",2,3.86526,2,1.08108
"rywalizować",2,3.86526,1,0.54054
"kamińska-szmaj",2,3.86526,1,0.54054
"rzemiosł",2,3.86526,1,0.54054
"rzec",2,3.86526,2,1.08108
"oczarować",2,3.86526,1,0.54054
"dopowiadać",2,3.86526,2,1.08108
"rzutować",2,3.86526,2,1.08108
"psuć",2,3.86526,2,1.08108
"równouprawnić",2,3.86526,1,0.54054
"odwiedziłam",2,3.86526,1,0.54054
"blazejowskyj",2,3.86526,1,0.54054
"chwytać",2,3.86526,2,1.08108
"dokończyć",2,3.86526,2,1.08108
"schodzić",2,3.86526,2,1.08108
"odwrócić",2,3.86526,2,1.08108
"zwinąć",2,3.86526,1,0.54054
"ładować",2,3.86526,2,1.08108
"ścigać",2,3.86526,1,0.54054
"odwzorowywać",2,3.86526,1,0.54054
"sfałszować",2,3.86526,1,0.54054
"sformować",2,3.86526,2,1.08108
"dopuścić",2,3.86526,2,1.08108
"kazać",2,3.86526,2,1.08108
"śpieszyć",2,3.86526,2,1.08108
"dokształcać",2,3.86526,2,1.08108
"kibicować",2,3.86526,2,1.08108
"siedziałam",2,3.86526,1,0.54054
"ciekawić",2,3.86526,2,1.08108
"żegnać",2,3.86526,1,0.54054
"żółknąć",2,3.86526,2,1.08108
"sklejać",2,3.86526,2,1.08108
"skomplementować",1,1.93263,1,0.54054
"oglądałem",1,1.93263,1,0.54054
"skomunikowałam",1,1.93263,1,0.54054
"skonfiskować",1,1.93263,1,0.54054
"skoncentrowałem",1,1.93263,1,0.54054
"ogradzać",1,1.93263,1,0.54054
"kiełkować",1,1.93263,1,0.54054
"skonsolidować",1,1.93263,1,0.54054
"skonkretyzować",1,1.93263,1,0.54054
"skontaktowaliśmy",1,1.93263,1,0.54054
"skontaktowałam",1,1.93263,1,0.54054
"ogólne",1,1.93263,1,0.54054
"ogrodzić",1,1.93263,1,0.54054
"dopytywałam",1,1.93263,1,0.54054
"skrobałam",1,1.93263,1,0.54054
"skończyłam",1,1.93263,1,0.54054
"skontaktowałem",1,1.93263,1,0.54054
"skrzywić",1,1.93263,1,0.54054
"skrywać",1,1.93263,1,0.54054
"skroić",1,1.93263,1,0.54054
"okazałyby",1,1.93263,1,0.54054
"dorzucać",1,1.93263,1,0.54054
"doradzić",1,1.93263,1,0.54054
"ciemnieć",1,1.93263,1,0.54054
"smartfona",1,1.93263,1,0.54054
"snuliśmy",1,1.93263,1,0.54054
"określiłam",1,1.93263,1,0.54054
"kobiety-generał",1,1.93263,1,0.54054
"kluczają",1,1.93263,1,0.54054
"spaginowali",1,1.93263,1,0.54054
"spadać",1,1.93263,1,0.54054
"okrzyknąć",1,1.93263,1,0.54054
"spalać",1,1.93263,1,0.54054
"spamować",1,1.93263,1,0.54054
"okupować",1,1.93263,1,0.54054
"koc",1,1.93263,1,0.54054
"doręczyć",1,1.93263,1,0.54054
"spersonalizować",1,1.93263,1,0.54054
"spisy",1,1.93263,1,0.54054
"spinać",1,1.93263,1,0.54054
"spaść",1,1.93263,1,0.54054
"spodziewałam",1,1.93263,1,0.54054
"opanowywać",1,1.93263,1,0.54054
"opamięć",1,1.93263,1,0.54054
"koleiupominamy",1,1.93263,1,0.54054
"cisnąć",1,1.93263,1,0.54054
"boleć",1,1.93263,1,0.54054
"spokrewnić",1,1.93263,1,0.54054
"spolszczyć",1,1.93263,1,0.54054
"spolić",1,1.93263,1,0.54054
"opatrzyliśmy",1,1.93263,1,0.54054
"sportretować",1,1.93263,1,0.54054
"spopularyzować",1,1.93263,1,0.54054
"spootrzymał",1,1.93263,1,0.54054
"kolekcje",1,1.93263,1,0.54054
"spotkałam",1,1.93263,1,0.54054
"spotykałem",1,1.93263,1,0.54054
"opisaliśmy",1,1.93263,1,0.54054
"kolędować",1,1.93263,1,0.54054
"kolorować",1,1.93263,1,0.54054
"dostawaliśmy",1,1.93263,1,0.54054
"społeczne",1,1.93263,1,0.54054
"spotykałyśmy",1,1.93263,1,0.54054
"społecznych",1,1.93263,1,0.54054
"opleść",1,1.93263,1,0.54054
"oplatać",1,1.93263,1,0.54054
"opowiadaczy",1,1.93263,1,0.54054
"sprofesjonalizować",1,1.93263,1,0.54054
"sprofilować",1,1.93263,1,0.54054
"opowiadałyśmy",1,1.93263,1,0.54054
"kompensować",1,1.93263,1,0.54054
"komikspr4_aac",1,1.93263,1,0.54054
"komasować",1,1.93263,1,0.54054
"ciół",1,1.93263,1,0.54054
"sprzeciwiać",1,1.93263,1,0.54054
"sprowadziliśmy",1,1.93263,1,0.54054
"spuentować",1,1.93263,1,0.54054
"spędziłam",1,1.93263,1,0.54054
"sprężyć",1,1.93263,1,0.54054
"opracowywa",1,1.93263,1,0.54054
"spłynąć",1,1.93263,1,0.54054
"staliśmy",1,1.93263,1,0.54054
"standaryzować",1,1.93263,1,0.54054
"opróżnić",1,1.93263,1,0.54054
"oprowadzałyśmy",1,1.93263,1,0.54054
"stanęliśmy",1,1.93263,1,0.54054
"starczać",1,1.93263,1,0.54054
"opuszczać",1,1.93263,1,0.54054
"opublikowałem",1,1.93263,1,0.54054
"konfrontować",1,1.93263,1,0.54054
"konfigurować",1,1.93263,1,0.54054
"konferencje",1,1.93263,1,0.54054
"botniczy",1,1.93263,1,0.54054
"apreturować",1,1.93263,1,0.54054
"stawialiśmy",1,1.93263,1,0.54054
"stawiałyśmy",1,1.93263,1,0.54054
"opylać",1,1.93263,1,0.54054
"stałem",1,1.93263,1,0.54054
"stałam",1,1.93263,1,0.54054
"stoczyć",1,1.93263,1,0.54054
"orać",1,1.93263,1,0.54054
"stosowana99",1,1.93263,1,0.54054
"straciłem",1,1.93263,1,0.54054
"organiwione",1,1.93263,1,0.54054
"opłakiwać",1,1.93263,1,0.54054
"konstatować",1,1.93263,1,0.54054
"streszczać",1,1.93263,1,0.54054
"osa",1,1.93263,1,0.54054
"konstytuować",1,1.93263,1,0.54054
"konsultowałyśmy",1,1.93263,1,0.54054
"stwierdziłyśmy",1,1.93263,1,0.54054
"osiadać",1,1.93263,1,0.54054
"kontaktowaliśmy",1,1.93263,1,0.54054
"doszliście",1,1.93263,1,0.54054
"doszedłem",1,1.93263,1,0.54054
"doszacować",1,1.93263,1,0.54054
"stylizować",1,1.93263,1,0.54054
"stworzyłam",1,1.93263,1,0.54054
"supersam",1,1.93263,1,0.54054
"sumować",1,1.93263,1,0.54054
"stępnianie",1,1.93263,1,0.54054
"osieść",1,1.93263,1,0.54054
"sustainability",1,1.93263,1,0.54054
"systematyzować",1,1.93263,1,0.54054
"syntetyzować",1,1.93263,1,0.54054
"sympatyzować",1,1.93263,1,0.54054
"ostrzegać",1,1.93263,1,0.54054
"kontynuowaliśmy",1,1.93263,1,0.54054
"szczekać",1,1.93263,1,0.54054
"oswajać",1,1.93263,1,0.54054
"ostrzyć",1,1.93263,1,0.54054
"szkalować",1,1.93263,1,0.54054
"szemrać",1,1.93263,1,0.54054
"kontynuowałam",1,1.93263,1,0.54054
"szlifować",1,1.93263,1,0.54054
"szukaliśmy",1,1.93263,1,0.54054
"osądzić",1,1.93263,1,0.54054
"oszukać",1,1.93263,1,0.54054
"szykować",1,1.93263,1,0.54054
"szłam",1,1.93263,1,0.54054
"osłabiać",1,1.93263,1,0.54054
"kooperować",1,1.93263,1,0.54054
"doszłyśmy",1,1.93263,1,0.54054
"doszukiwałbym",1,1.93263,1,0.54054
"dostępna",1,1.93263,1,0.54054
"sądziliśmy",1,1.93263,1,0.54054
"sąsiadować",1,1.93263,1,0.54054
"sąsiada",1,1.93263,1,0.54054
"osłabnąć",1,1.93263,1,0.54054
"słyszałam",1,1.93263,1,0.54054
"otrzepać",1,1.93263,1,0.54054
"kopcić",1,1.93263,1,0.54054
"tel.",1,1.93263,1,0.54054
"teoretyzować",1,1.93263,1,0.54054
"otrzymałyśmy",1,1.93263,1,0.54054
"dotarłyśmy",1,1.93263,1,0.54054
"torować",1,1.93263,1,0.54054
"tomasz",1,1.93263,1,0.54054
"trafiałem",1,1.93263,1,0.54054
"otworzyliśmy",1,1.93263,1,0.54054
"otrzymywaliśmy",1,1.93263,1,0.54054
"tragizować",1,1.93263,1,0.54054
"trapić",1,1.93263,1,0.54054
"transportować",1,1.93263,1,0.54054
"transmitować",1,1.93263,1,0.54054
"owinąć",1,1.93263,1,0.54054
"kosteczki11",1,1.93263,1,0.54054
"dotarłem",1,1.93263,1,0.54054
"troszczyć",1,1.93263,1,0.54054
"tys.",1,1.93263,1,0.54054
"tworzyłyby",1,1.93263,1,0.54054
"ośmieszać",1,1.93263,1,0.54054
"oznakować",1,1.93263,1,0.54054
"tytuł",1,1.93263,1,0.54054
"tłuc",1,1.93263,1,0.54054
"oświecić",1,1.93263,1,0.54054
"dotrzymać",1,1.93263,1,0.54054
"tłumić",1,1.93263,1,0.54054
"uaktualniać",1,1.93263,1,0.54054
"tłumaczyłam",1,1.93263,1,0.54054
"ubarwiać",1,1.93263,1,0.54054
"ubezwłasnowolnić",1,1.93263,1,0.54054
"ubezpieczać",1,1.93263,1,0.54054
"uaktywnić",1,1.93263,1,0.54054
"ożyć",1,1.93263,1,0.54054
"ubieraliśmy",1,1.93263,1,0.54054
"ubywać",1,1.93263,1,0.54054
"pamietaj",1,1.93263,1,0.54054
"pankowskiej-dowgiało",1,1.93263,1,0.54054
"krzywdzić",1,1.93263,1,0.54054
"dotyczyłyby",1,1.93263,1,0.54054
"cz.",1,1.93263,1,0.54054
"cywilizować",1,1.93263,1,0.54054
"cyt.",1,1.93263,1,0.54054
"aktywować",1,1.93263,1,0.54054
"paraliżować",1,1.93263,1,0.54054
"ucieleśnić",1,1.93263,1,0.54054
"uciemiężyć",1,1.93263,1,0.54054
"parcelować",1,1.93263,1,0.54054
"parbiblioteką",1,1.93263,1,0.54054
"królować",1,1.93263,1,0.54054
"uciskać",1,1.93263,1,0.54054
"ucieszyliśmy",1,1.93263,1,0.54054
"uczcić",1,1.93263,1,0.54054
"pasać",1,1.93263,1,0.54054
"partycypować",1,1.93263,1,0.54054
"uczulać",1,1.93263,1,0.54054
"uczono63",1,1.93263,1,0.54054
"uczesać",1,1.93263,1,0.54054
"krępować",1,1.93263,1,0.54054
"dotykałyśmy",1,1.93263,1,0.54054
"uczyłam",1,1.93263,1,0.54054
"uczyliśmy",1,1.93263,1,0.54054
"udałem",1,1.93263,1,0.54054
"państwowych1",1,1.93263,1,0.54054
"udoskonalić",1,1.93263,1,0.54054
"udałoby",1,1.93263,1,0.54054
"udostępniania17",1,1.93263,1,0.54054
"udostepniło",1,1.93263,1,0.54054
"udostępniania99",1,1.93263,1,0.54054
"piec",1,1.93263,1,0.54054
"pfoto",1,1.93263,1,0.54054
"kucać",1,1.93263,1,0.54054
"czać",1,1.93263,1,0.54054
"udostępniedostępność",1,1.93263,1,0.54054
"udowodnić",1,1.93263,1,0.54054
"udowadniać",1,1.93263,1,0.54054
"pielić",1,1.93263,1,0.54054
"udźwiękowić",1,1.93263,1,0.54054
"pieczołowicie",1,1.93263,1,0.54054
"ufać",1,1.93263,1,0.54054
"ugościć",1,1.93263,1,0.54054
"ufundować",1,1.93263,1,0.54054
"pisaliśmy",1,1.93263,1,0.54054
"uhonorować",1,1.93263,1,0.54054
"kumulować",1,1.93263,1,0.54054
"kultury66",1,1.93263,1,0.54054
"pisywać",1,1.93263,1,0.54054
"ukierunkowywać",1,1.93263,1,0.54054
"pisz",1,1.93263,1,0.54054
"pisałyśmy",1,1.93263,1,0.54054
"ukorzenieni",1,1.93263,1,0.54054
"pl.",1,1.93263,1,0.54054
"piętnować",1,1.93263,1,0.54054
"ukończyłam",1,1.93263,1,0.54054
"plane",1,1.93263,1,0.54054
"kusić",1,1.93263,1,0.54054
"dowiedziałem",1,1.93263,1,0.54054
"dowiadywaliśmy",1,1.93263,1,0.54054
"budowaliśmy",1,1.93263,1,0.54054
"ukrzywdzić",1,1.93263,1,0.54054
"pleść",1,1.93263,1,0.54054
"poangażujemy",1,1.93263,1,0.54054
"plażować",1,1.93263,1,0.54054
"umiejscawiać",1,1.93263,1,0.54054
"umawialiśmy",1,1.93263,1,0.54054
"pobudować",1,1.93263,1,0.54054
"pobić",1,1.93263,1,0.54054
"kwerendować",1,1.93263,1,0.54054
"umieściłam",1,1.93263,1,0.54054
"umieściliśmy",1,1.93263,1,0.54054
"pocerować",1,1.93263,1,0.54054
"umundurować",1,1.93263,1,0.54054
"unicestwić",1,1.93263,1,0.54054
"unaukowić",1,1.93263,1,0.54054
"pochwycić",1,1.93263,1,0.54054
"l.",1,1.93263,1,0.54054
"dowieźć",1,1.93263,1,0.54054
"unieruchamiać",1,1.93263,1,0.54054
"pochylić",1,1.93263,1,0.54054
"unowocześnić",1,1.93263,1,0.54054
"pociągnąć",1,1.93263,1,0.54054
"latać",1,1.93263,1,0.54054
"upewniałam",1,1.93263,1,0.54054
"upaństwowić",1,1.93263,1,0.54054
"upodmiotowić",1,1.93263,1,0.54054
"poczekać",1,1.93263,1,0.54054
"leeli",1,1.93263,1,0.54054
"lansować",1,1.93263,1,0.54054
"upraszczać",1,1.93263,1,0.54054
"upominać",1,1.93263,1,0.54054
"uprawomocnić",1,1.93263,1,0.54054
"uprzedzać",1,1.93263,1,0.54054
"uprzejmie",1,1.93263,1,0.54054
"uprzedmiotowić",1,1.93263,1,0.54054
"podbić",1,1.93263,1,0.54054
"dołożyć",1,1.93263,1,0.54054
"dowodziłem",1,1.93263,1,0.54054
"czwórka",1,1.93263,1,0.54054
"archiwować",1,1.93263,1,0.54054
"uprzywilejować",1,1.93263,1,0.54054
"uprzystępnić",1,1.93263,1,0.54054
"poddaliśmy",1,1.93263,1,0.54054
"poddawałam",1,1.93263,1,0.54054
"licencje",1,1.93263,1,0.54054
"liberalizować",1,1.93263,1,0.54054
"urażać",1,1.93263,1,0.54054
"urozmaicić",1,1.93263,1,0.54054
"podeprzeć",1,1.93263,1,0.54054
"liczyliśmy",1,1.93263,1,0.54054
"dołączyliśmy",1,1.93263,1,0.54054
"urzec",1,1.93263,1,0.54054
"urwać",1,1.93263,1,0.54054
"urzeczywistniać",1,1.93263,1,0.54054
"podjechać",1,1.93263,1,0.54054
"podglądać",1,1.93263,1,0.54054
"urzekać",1,1.93263,1,0.54054
"usatysfakcjonować",1,1.93263,1,0.54054
"podjeżdżać",1,1.93263,1,0.54054
"liczzane",1,1.93263,1,0.54054
"uspołeczniać",1,1.93263,1,0.54054
"podjęliście",1,1.93263,1,0.54054
"podjąłem",1,1.93263,1,0.54054
"usprawiedliwić",1,1.93263,1,0.54054
"ust.",1,1.93263,1,0.54054
"podjęła60",1,1.93263,1,0.54054
"linkować",1,1.93263,1,0.54054
"limitować",1,1.93263,1,0.54054
"doświadczałam",1,1.93263,1,0.54054
"czym",1,1.93263,1,0.54054
"ustaliłam",1,1.93263,1,0.54054
"ustawać",1,1.93263,1,0.54054
"listą",1,1.93263,1,0.54054
"ustrzec",1,1.93263,1,0.54054
"uszczegółowić",1,1.93263,1,0.54054
"uszanować",1,1.93263,1,0.54054
"lokalizować",1,1.93263,1,0.54054
"doświadczyliśmy",1,1.93263,1,0.54054
"uszeregowałam",1,1.93263,1,0.54054
"usztywnić",1,1.93263,1,0.54054
"podpalić",1,1.93263,1,0.54054
"usłyszałyśmy",1,1.93263,1,0.54054
"luźnienia",1,1.93263,1,0.54054
"utonąć",1,1.93263,1,0.54054
"podporządkowywać",1,1.93263,1,0.54054
"m.",1,1.93263,1,0.54054
"m",1,1.93263,1,0.54054
"dożywiać",1,1.93263,1,0.54054
"czytaliśmy",1,1.93263,1,0.54054
"argumentować",1,1.93263,1,0.54054
"utrzeć",1,1.93263,1,0.54054
"utworzyliśmy",1,1.93263,1,0.54054
"podróżować",1,1.93263,1,0.54054
"podpytać",1,1.93263,1,0.54054
"uwarunkować",1,1.93263,1,0.54054
"uważaja",1,1.93263,1,0.54054
"podsumowaliśmy",1,1.93263,1,0.54054
"podstrona",1,1.93263,1,0.54054
"madzą",1,1.93263,1,0.54054
"uwiarygadniać",1,1.93263,1,0.54054
"uważaliśmy",1,1.93263,1,0.54054
"uwidaczniać",1,1.93263,1,0.54054
"podsunąć",1,1.93263,1,0.54054
"madzącego",1,1.93263,1,0.54054
"madząca",1,1.93263,1,0.54054
"maciej",1,1.93263,1,0.54054
"uwierzytelniać",1,1.93263,1,0.54054
"uwielbiać",1,1.93263,1,0.54054
"podsyłać",1,1.93263,1,0.54054
"uwięzić",1,1.93263,1,0.54054
"maić",1,1.93263,1,0.54054
"uwypuklać",1,1.93263,1,0.54054
"uwydatniać",1,1.93263,1,0.54054
"podwyższać",1,1.93263,1,0.54054
"podyktować",1,1.93263,1,0.54054
"podyskutować",1,1.93263,1,0.54054
"makieta",1,1.93263,1,0.54054
"majoryzować",1,1.93263,1,0.54054
"drzemać",1,1.93263,1,0.54054
"drażnić",1,1.93263,1,0.54054
"uzdrowić",1,1.93263,1,0.54054
"uzdolnić",1,1.93263,1,0.54054
"uznaliśmy",1,1.93263,1,0.54054
"uznalibyśmy",1,1.93263,1,0.54054
"uzmysławiać",1,1.93263,1,0.54054
"podzielałam",1,1.93263,1,0.54054
"uznawałam",1,1.93263,1,0.54054
"uznawaliśmy",1,1.93263,1,0.54054
"uzyskaliśmy",1,1.93263,1,0.54054
"podążyć",1,1.93263,1,0.54054
"manipulować",1,1.93263,1,0.54054
"manifestować",1,1.93263,1,0.54054
"drżeć",1,1.93263,1,0.54054
"uzyskiwałam",1,1.93263,1,0.54054
"podłożyć",1,1.93263,1,0.54054
"pofantazjować",1,1.93263,1,0.54054
"uściślać",1,1.93263,1,0.54054
"markować",1,1.93263,1,0.54054
"dublować",1,1.93263,1,0.54054
"uśmiechać",1,1.93263,1,0.54054
"uściślić",1,1.93263,1,0.54054
"uśredniać",1,1.93263,1,0.54054
"pogarszać",1,1.93263,1,0.54054
"pogorszyć",1,1.93263,1,0.54054
"uświadamiałem",1,1.93263,1,0.54054
"uświadomiliśmy",1,1.93263,1,0.54054
"pograć",1,1.93263,1,0.54054
"marzyliśmy",1,1.93263,1,0.54054
"duć",1,1.93263,1,0.54054
"darować",1,1.93263,1,0.54054
"czątkowana",1,1.93263,1,0.54054
"czytałeś",1,1.93263,1,0.54054
"analizie",1,1.93263,1,0.54054
"agregować",1,1.93263,1,0.54054
"adaptować",1,1.93263,1,0.54054
"uświadomiłam",1,1.93263,1,0.54054
"użyczyć",1,1.93263,1,0.54054
"pogrubić",1,1.93263,1,0.54054
"używałam",1,1.93263,1,0.54054
"pogrzebać",1,1.93263,1,0.54054
"metadata",1,1.93263,1,0.54054
"v",1,1.93263,1,0.54054
"vwċs",1,1.93263,1,0.54054
"vide",1,1.93263,1,0.54054
"użyłam",1,1.93263,1,0.54054
"metodą",1,1.93263,1,0.54054
"maskować",1,1.93263,1,0.54054
"waligóra",1,1.93263,1,0.54054
"waletować",1,1.93263,1,0.54054
"wanie",1,1.93263,1,0.54054
"wane",1,1.93263,1,0.54054
"pojechaliśmy",1,1.93263,1,0.54054
"warsztatownia",1,1.93263,1,0.54054
"pojeździć",1,1.93263,1,0.54054
"miałaby",1,1.93263,1,0.54054
"miastanowiliśmy",1,1.93263,1,0.54054
"wdawać",1,1.93263,1,0.54054
"miałoby",1,1.93263,1,0.54054
"dyskryminować",1,1.93263,1,0.54054
"dyplomować",1,1.93263,1,0.54054
"dymić",1,1.93263,1,0.54054
"wdeptać",1,1.93263,1,0.54054
"wdać",1,1.93263,1,0.54054
"wertowałem",1,1.93263,1,0.54054
"wehikuł",1,1.93263,1,0.54054
"pokazywałem",1,1.93263,1,0.54054
"weryfikowałam",1,1.93263,1,0.54054
"weszliśmy",1,1.93263,1,0.54054
"pokolorować",1,1.93263,1,0.54054
"wewnętrzny",1,1.93263,1,0.54054
"wiadała",1,1.93263,1,0.54054
"wiadał",1,1.93263,1,0.54054
"pokruszyć",1,1.93263,1,0.54054
"mielibyśmy",1,1.93263,1,0.54054
"miałyby",1,1.93263,1,0.54054
"widywać",1,1.93263,1,0.54054
"wiać",1,1.93263,1,0.54054
"widziałem",1,1.93263,1,0.54054
"widziałbym",1,1.93263,1,0.54054
"pokrzywdzić",1,1.93263,1,0.54054
"wiedziałam",1,1.93263,1,0.54054
"pokłócić",1,1.93263,1,0.54054
"pokładałam",1,1.93263,1,0.54054
"wielokodowość",1,1.93263,1,0.54054
"wietrzyć",1,1.93263,1,0.54054
"polec",1,1.93263,1,0.54054
"mieszkaliśmy",1,1.93263,1,0.54054
"dysponowaliśmy",1,1.93263,1,0.54054
"dyskutowałyśmy",1,1.93263,1,0.54054
"darzyć",1,1.93263,1,0.54054
"wizytowaliśmy",1,1.93263,1,0.54054
"wirować",1,1.93263,1,0.54054
"wklejać",1,1.93263,1,0.54054
"wkraczać",1,1.93263,1,0.54054
"polepszyć",1,1.93263,1,0.54054
"wliczać",1,1.93263,1,0.54054
"wkradać",1,1.93263,1,0.54054
"migać",1,1.93263,1,0.54054
"mieszkałam",1,1.93263,1,0.54054
"wniść",1,1.93263,1,0.54054
"wniknąć",1,1.93263,1,0.54054
"wnosić",1,1.93263,1,0.54054
"wolność",1,1.93263,1,0.54054
"pominęłam",1,1.93263,1,0.54054
"migotać",1,1.93263,1,0.54054
"wołać",1,1.93263,1,0.54054
"wpatrywać",1,1.93263,1,0.54054
"wpadłbym",1,1.93263,1,0.54054
"pomniejszyć",1,1.93263,1,0.54054
"pomoce",1,1.93263,1,0.54054
"mikrofilmować",1,1.93263,1,0.54054
"wpisywałam",1,1.93263,1,0.54054
"dzenie",1,1.93263,1,0.54054
"dywersyfikować",1,1.93263,1,0.54054
"dystansować",1,1.93263,1,0.54054
"wpuścić",1,1.93263,1,0.54054
"wprowadziłam",1,1.93263,1,0.54054
"wpłacić",1,1.93263,1,0.54054
"wrodzić",1,1.93263,1,0.54054
"ponieść",1,1.93263,1,0.54054
"minimalizować",1,1.93263,1,0.54054
"wrzuciłam",1,1.93263,1,0.54054
"wrość",1,1.93263,1,0.54054
"wręczać",1,1.93263,1,0.54054
"wróżyć",1,1.93263,1,0.54054
"mitologizować",1,1.93263,1,0.54054
"dzi",1,1.93263,1,0.54054
"wskazałyśmy",1,1.93263,1,0.54054
"popełnić",1,1.93263,1,0.54054
"wspierałby",1,1.93263,1,0.54054
"międzykulturowość",1,1.93263,1,0.54054
"wspomóc",1,1.93263,1,0.54054
